"","PMID","Title","Abstract"
"46","16307296","Effect of noradrenergic system on the anxiolytic-like effect of DOI (5-HT2A/2C agonists) in the four-plate test.","RATIONALE: Selective serotonin reuptake inhibitors and serotonin and noradrenaline reuptake inhibitors demonstrated an anxiolytic-like effect in the four-plate test (FPT). (+/-)-1-(2 5-Dimethoxy-4-iodophenyl)-2-aminopropane (DOI; a 5-HT2A receptor agonist) also possessed strong anxiolytic-like effect in the same test. A 5-HT2A mechanism seems to be implicated in the mechanism of action of both antidepressants and DOI in this test. On the other hand  the alpha-adrenergic ligands have also demonstrated an activity in other models of anxiety. A previous study demonstrated that the alpha2-adrenoceptor agonists abolished the anxiolytic-like effect of antidepressants.OBJECTIVES: The aim of the present study was to evaluate the role of noradrenergic system on the regulation of 5-HT2 receptors implicated in the DOI anxiolytic-like activity in the FPT.METHODS: First  the effect of noradrenergic and serotonergic lesions on DOI anxiolytic-like activity was studied in the FPT. Second  the effect of co-administration of alpha-adrenoceptor ligands and DOI was evaluated in the same test.RESULTS: The noradrenergic and serotonergic lesions had no effect on DOI (1 mg/kg) anti-punishment activity in the FPT. Adrafinil 0.25 and 4 mg/kg (an alpha1-adrenoceptor agonist)  prazosin 0.5 and 2 mg/kg (an alpha1-adrenoceptor antagonist) and idazoxan 1 and 4 mg/kg (an alpha2-adrenoceptor antagonist) did not modify the activity of DOI. Clonidine 0.06 mg/kg  guanabenz 0.125 and 0.5 mg/kg (two alpha2-adrenoceptor agonists) and guanfacine 0.06 and 0.125 mg/kg (a specific alpha2A-adrenoceptor agonist) completely abolished DOI-induced increase in punished passages.CONCLUSION: These results indicate that the DOI seems to act on the 5-HT2 receptors post-synaptically located. The effect of DOI is regulated by the alpha2-adrenoceptors."
"47","16035204","Fatal fluoxetine ingestion with postmortem blood concentrations.","A 37-year-old male ingested 12 gm of fluoxetine approximately 2 hours prior to arrival at an emergency department. The patient developed tonic-clonic seizures  which resolved with diazepam and midazolam therapy. The patient then developed profound bradycardia that progressed to ventricular fibrillation and asystole. A postmortem toxicology analysis reported a fluoxetine concentration of 4500 mcg/L and diazepam of 500 mcg/L. No other drugs were detected. We report an unusual case of massive fluoxetine ingestion resulting in neurological and cardiovascular toxicity resulting in death."
"48","15572281","Antidepressants attenuate both the enhanced ethanol intake and ethanol-induced anxiolytic effects in diazepam withdrawn rats.","We have recently shown that the abrupt discontinuation of chronic diazepam (DZM) administration facilitated ethanol consumption and enhanced the anxiolytic properties of ethanol. Tricyclic antidepressants such as desipramine and the selective serotonin reuptake inhibitor fluoxetine have been shown to reduce alcohol intake in rodent models of alcoholism and in alcoholics who are depressed. In the present study  we tested whether desipramine (1.25; 2.5 and 5 mg/kg  i.p.) and fluoxetine (5 mg/kg  i.p.) treatment affect both ethanol intake in a free-choice test and the anxiolytic effect induced by ethanol in DZM withdrawn rats. Adult male Wistar rats were submitted to a chronic DZM treatment (2 mg/kg per day) or vehicle (VEH) for 21 days. Twenty-four hours after the last DZM injection  rats were subjected to a free-choice paradigm between water and increasing ethanol concentrations with or without concurrent desipramine or fluoxetine administration (ethanol concentration (v/v) was increased every 4 days as follows: 2  4  6  8 and 10% for the final 8 days). Chronic treatment with desipramine (24 days  twice a day  2.5 and 5 mg/kg  i.p.) and fluoxetine (24 days  once a day; 5 mg/kg  i.p.) significantly reduced the amount of ethanol intake in DZM withdrawn rats. Furthermore  subchronic treatments with desipramine (4 days  twice a day  2.5 and 5 mg/kg) and fluoxetine (4 days  once a day  5 mg/kg  i.p.) blocked the anxiolytic-like behavior in the elevated plus maze induced by ethanol (1 g/kg; i.p.) in DZM withdrawn rats at day 5 of withdrawal. The present findings suggest that desipramine and fluoxetine could be effective pharmacological tools to prevent the subsequent development of ethanol dependence in rats previously exposed to DZM withdrawal."
"49","15570188","Effects of concomitant fluvoxamine on the plasma concentration of etizolam in Japanese psychiatric patients: wide interindividual variation in the drug interaction.","Administration of fluvoxamine with concomitant benzodiazepines is common in clinical situations. This study investigated the effects of the coadministration of fluvoxamine on plasma concentrations of etizolam and evaluated the effects of various fluvoxamine doses on drug interactions with etizolam. Subjects were 18 Japanese outpatients concomitantly treated with fluvoxamine before or after monotherapy with etizolam. Plasma concentrations of etizolam were measured using a column-switching high-performance liquid chromatographic method with ultraviolet detection. In 17 subjects treated concomitantly with fluvoxamine at 25 mg or 50 mg  the ranges of plasma concentrations of etizolam corrected for the dose increased from 2.0-13.3 (mean 6.3 +/- 3.6  n = 17) in monotherapy to 2.7-18.2 (mean 9.6 +/- 5.1  n = 17) ng/mL/mg in concomitant doses. Wide variations were observed in the drug interactions; however  coadministration with fluvoxamine produced significant changes in the plasma concentrations of etizolam (P &lt; 0.0001) with a median of 42.9% (range 0.0 to 235.0%). Although the sleepiness of the subjects was evaluated using the Stanford Sleepiness Scale  no changes in sleepiness were found between the etizolam-monotherapy and the fluvoxamine-concomitant states. Of the 12 subjects treated concomitantly with fluvoxamine at 25 mg  2 subjects received fluvoxamine at a dose increased up to 150 mg  and another received fluvoxamine at a dose increased up to 200 mg. They showed an increase in the plasma concentrations of etizolam in a fluvoxamine dose-dependent manner; more particularly  the increased dose of fluvoxamine (150 mg and 200 mg) resulted in about a twofold variation in plasma concentrations of etizolam."
"50","15100702","Role of neuroactive steroid allopregnanolone in antipsychotic-like action of olanzapine in rodents.","Olanzapine increases brain allopregnanolone (ALLO) levels sufficiently to modulate neuronal activity by allosterically regulating GABAA receptors. Recently  we reported the antipsychotic-like profile of ALLO in rodents. The present study examined the hypothesis that olanzapine-induced elevation of endogenous neurosteroid ALLO is vital for its neuroleptic-like action. The conditioned avoidance response (CAR) and apomorphine-induced climbing behavioral paradigms were used in rodents. Administration of ALLO (1 microg  intracerebroventricular (i.c.v.)) or neurosteroidogenic agents such as the mitochondrial diazepam binding inhibitor receptor agonist  FGIN 1-27 (0.5 microg  i.c.v.) or the ALLO precursor  progesterone (10 mg/kg  i.p.) significantly potentiated olanzapine-induced blockade of CAR and apomorphine-induced climbing. In contrast  these agents failed to alter the antipsychotic-like effect of risperidone and haloperidol. On the other hand  inhibition of the endogenous biosynthesis of neurosteroids by the 3beta-hydroxysteroid dehydrogenase inhibitor  trilostane (30 mg/kg  i.p.)  the 3alpha-hydroxysteroid oxidoreductase inhibitor  indomethacin (5 mg/kg  i.p.)  or the GABAA receptor antagonist bicuculline (1 mg/kg  i.p.) and dehydroepiandrosterone sulfate (DHEAS) (1 mg/kg  i.p.) blocked the effect of olanzapine  but not of risperidone and haloperidol. Socially isolated animals  known to exhibit decreased brain ALLO and GABAA receptor functions  displayed a shortening in the muscimol-induced loss of righting reflex and an increased susceptibility to apomorphine-induced climbing. Administration of olanzapine  but not of haloperidol and risperidone  normalized the duration of muscimol-elicited loss of righting reflex. Although all three antipsychotics proved capable of antagonizing the apomorphine-induced climbing  a dose almost five times higher of olanzapine was required in socially isolated animals. The data obtained suggest that enhancement of the GABAergic tone plays a key role in the antipsychotic-like effect exerted by olanzapine in rodents  likely as a consequence of augmented levels of neuroactive steroids  in particular ALLO  in the brain. The present findings provide the first specific behavioral evidence in support of the hypothesis that neuroactive steroid ALLO- mediated GABAergic modulation is essential for the antipsychotic-like action of olanzapine."
"51","14642738","In vitro metabolism of zolmitriptan in rat cytochromes induced with beta-naphthoflavone and the interaction between six drugs and zolmitriptan.","Zolmitriptan is a novel and highly selective 5-HT(1B/1D) receptor agonist used as an acute oral treatment for migraine. There are few reports regarding the in vitro metabolism of zolmitriptan. Previous studies indicated zolmitriptan was metabolized via CYP1A2 in human hepatic microsomes. In order to study the enzyme kinetics and drug interaction  the metabolism of zolmitriptan and possible drug-drug interactions were investigated in rat hepatic microsomes induced with different inducers. An active metabolite  N-demethylzolmitriptan  was detected and another minor  inactive metabolite that was reported in human hepatic microsomes was not detected in this study. The enzyme kinetics for the formation of N-demethylzolmitriptan from zolmitriptan in rat liver microsomes pretreated with BNF were 96+/-22 microM (K(m))  11+/-3 pmol min(-1)mg protein(-1) (V(max))  and 0.12+/-0.02 microl min(-1)mg protein(-1) (CL(int)). Fluvoxamine and diphenytriazol inhibited zolmitriptan N-demethylase activity catalyzed by CYP1A2 (K(i)=3.8+/-0.3 and 3.2+/-0.1 microM  respectively). Diazepam and propranolol elicited a slight inhibitory effect on the metabolism of zolmitriptan (K(i)=70+/-11 and 90+/-18 microM  respectively). Cimetidine and moclobemide produced no significant effect on the metabolism of zolmitriptan. Fluvoxamine yielded a k(inactivation) value of 0.16 min(-1)  and K(i) of 57 microM. The results suggest that rat hepatic microsomes are a reasonable model to study the metabolism of zolmitriptan  although there is a difference in the amount of minor  inactive metabolites between human hepatic microsomes and rat liver microsomes. The results of the inhibition experiments provided information for the interactions between zolmitriptan and drugs co-administrated in clinic  and it is helpful to explain the drug-drug interactions of clinical relevance on enzyme level. This study aso demonstrated that fluvoxamine may be a mechanism-based inactivator of CYP1A2."
"52","14531941","Cytoprotective effect is one of common action pathways for antidepressants.","AIM: To explore the possible common action mechanism of antidepressants.METHODS: The cell viability was detected by MTT assay. The intracellular Ca2+ concentration ([Ca2+]i) was measured by Fura 2-AM fluorescence labeling assay. Using RT-PCR  the mRNA level of nerve growth factor (NGF) was also detected.RESULTS: High concentration of corticosterone (0.2 mmol/L) was incubated with PC12 cells to simulate the lesion state of brain neurons in depressive illness. Three main kinds of antidepressants used in clinic [(1) tricyclic antidepressants (TCAs)  such as desipramine (DIM) 0.625-10 micromol/L; (2) selective serotonin reuptake inhibitors (SSRIs)  such as fluoxetine (FLU) 0.625-10 micromol/L; (3) monoamine oxidase inhibitors (MAOIs)  such as moclobemide (MOC) 2.5-40 micromol/L] protected cells from the lesion induced by corticosterone. While antipsychotic drug chlorpromazine or anxiolytic agent diazepam 0.4-50 micromol/L had no such effect. Moreover  DIM 1  5 micromol/L or FLU 1  5 micromol/L attenuated the [Ca2+]i overload induced by corticosterone 0.1 mmol/L for 48 h in PC12 cells. Furthermore  treatment with DIM or FLU 10 micromol/L for 48 h elevated the NGF mRNA expression in PC12 cells.CONCLUSION: Despite a remarkable structural diversity  the cytoprotective effect can be viewed as the common action pathway of the antidepressants. Moreover  attenuation of the intracellular Ca2+ overload and elevation of neurotrophic factor (such as NGF) expression is one of the mechanisms of cytoprotective effect of antidepressants."
"53","12873612","Effects of selective serotonin reuptake inhibitors on immobility time in the tail suspension test in streptozotocin-induced diabetic mice.","We examined the effects of fluoxetine and fluvoxamine  selective serotonin reuptake inhibitors (SSRIs)  and desipramine  a selective noradrenaline (NA) reuptake inhibitor  given alone or in combination with diazepam on immobility time in the tail suspension test in diabetic mice. Immobility time was significantly longer in diabetic than in nondiabetic mice. Diazepam (0.1 and 0.3 mg/kg s.c.) dose-dependently decreased immobility time in diabetic mice to the level observed in saline-treated nondiabetic mice. However  diazepam had no significant effect on immobility time in nondiabetic mice. Fluoxetine (3-56 mg/kg i.p.) and desipramine (1-30 mg/kg i.p.) produced marked  dose-dependent suppression of immobility time in both nondiabetic and diabetic mice. However  anti-immobility effects of fluoxetine and desipramine in diabetic mice were less than those in nondiabetic mice. Fluvoxamine (3-30 mg/kg i.p.) produced a dose-dependent suppression of immobility time in nondiabetic mice but not in diabetic mice. The anti-immobility effects of fluoxetine  fluvoxamine and desipramine in nondiabetic mice were antagonized by pretreatment with diazepam (0.3 mg/kg s.c.). Furthermore  fluoxetine  fluvoxamine and desipramine had no effect on the immobility time in diazepam (0.3 mg/kg s.c.)-treated diabetic mice. These results indicate that the anti-immobility effects of SSRIs and desipramine are less in diabetic mice than in nondiabetic mice in the tail suspension test. Furthermore  in diabetic mice  SSRIs and selective NA reuptake inhibitors did not affect immobility time even though the prolonged duration of immobility was suppressed by pretreatment with diazepam."
"54","12860486","The bioequivalence and therapeutic efficacy of generic versus brand-name psychoactive drugs.","BACKGROUND: For the purposes of drug approval  the interchangeability of a generic drug and the corresponding brand-name drug is based on the criterion of &quot;essential similarity &quot; which requires that the generic drug have the same amount and type of active principle  the same route of administration  and the same therapeutic effectiveness as the original drug  as demonstrated by a bioequivalence study. However  bioequivalence and therapeutic effectiveness are not necessarily the same.OBJECTIVE: This review summarizes available data comparing the bioequivalence and therapeutic efficacy of brand-name psychoactive drugs with those of the corresponding generic products.METHODS: Relevant information was identified through searches of MEDLINE  Current Contents/Clinical Medicine  and EMBASE for English-language articles and English abstracts of articles in other languages published between 1975 and the present. The search terms used were generic drug  branded drug  safety  toxicity  adverse events  clinical efficacy  bioequivalence  bioavailability  psychoactive drugs  and excipients.RESULTS: Few publications compared the bioequivalence and efficacy of brand-name and generic psychoactive drugs. Those that were identified revealed differences in the efficacy and tolerability of brand-name and generic psychoactive drugs that had not been noted in the original bioequivalence studies. Specifically  l study found that plasma levels of phenytoin were 31% lower after a switch from a brand-name to a generic product. Several controlled studies of carbamazepine showed a recurrence of convulsions after the shift to a generic formulation. After a sudden recurrence of seizures when generic valproic acid was substituted for the brand-name product  an investigation by the US Food and Drug Administration found a difference in bioavailability between the 2 formulations. Statistically significant differences in pharmacokinetic variables have been reported in favor of brand-name versus generic diazepam (P &lt; 0.001). Finally  a case report involving paroxetine mesylate cast doubt on the tolerability and efficacy of the generic formulation.CONCLUSION: The essential-similarity requirement should be extended to include more rigorous analyses of tolerability and efficacy in actual patients as well as in healthy subjects."
"55","12693836","Adult respiratory distress syndrome and renal failure associated with citalopram overdose.","A 45-year-old man ingested 3000 mg of citalopram hydrobromide (2400 mg citalopram). He presented to the Emergency Department 2 hours post-ingestion with a pulse of 100 beats/min and blood pressure of 120/80 mmHg. His electrocardiogram (ECG) was normal. Chest X-ray showed bilateral shadowing  with no evidence of aspiration of gastric contents. Shortly after  he had three tonic-clonic seizures  requiring intravenous diazepam. Eight hours post-ingestion he became oliguric with deteriorating renal function  despite normal arterial and central venous pressures. He became increasingly hypoxic  with chest X-ray changes compatible with adult respiratory distress syndrome (ARDS). Despite treatment with 100% oxygen and continuous positive airway pressure  his gas exchange continued to deteriorate  requiring intubation and ventilation. His renal function also deteriorated with a peak creatinine of 492 micromol/L on day 4 in the absence of rhabdomyolysis. There was complete spontaneous recovery of renal function after 2 weeks. A peak plasma total citalopram (R+S enantiomers) concentration of 1.92 mg/L was recorded 2 hours post-ingestion. Total norcitalopram concentrations continued to rise up to 24 hours post-ingestion. Citalopram has been associated with seizures  ECG abnormalities  rhabdomyolysis and coma after overdose. The renal and respiratory complications seen in this patient have not been reported previously."
"56","12667165","Clinical efficacy of tandospirone augmentation in patients with major depressive disorder: a randomized controlled trial.","The purpose of the present paper was to investigate the efficacy of augmentation of clomipramine (CMI) by tandospirone in 36 untreated outpatients with major depressive disorder. Twelve patients were treated with CMI and tandospirone (T group)  12 with CMI and diazepam (D group) and 12 with CMI alone (C group) for 6 weeks. No statistically significant differences in the percentage improvement of the Hamilton Depression Rating Scale (17 items; HDRS-17) and the Hamilton Anxiety Rating Scale (14 items; HARS-14) scores were shown among the three treatment groups. However  at 2 weeks  the percentage improvement of HDRS-17 score in the T group tended to be higher than that in the D and C groups  although there was no statistically significant difference among the three treatment groups. No change in plasma prolactin level or adverse events was induced by the addition of tandospirone. These results suggest that 6 weeks of treatment with tandospirone or diazepam was not effective for augmentation of CMI in major depressive disorder patients. However  augmentation of antidepressants by tandospirone administration for a few weeks might induce early expression of antidepressive effects."
"57","12600706","Stress-induced vocalisation in adult animals. A valid model of anxiety?","The post-stimuli anticipatory vocalisations that follow stressful and painful conditions are suggested as a quantitative measure of the emotional state of fear and anxiety in animal models. Adult rats emit characteristic 22-kHz ultrasound vocalisations consisting of 20-30 kHz calls with a mean duration of 300-600 ms as response to aversive stimuli (e.g. inescapable electric footshock  acoustic or air-puff stimuli  agonistic encounter or withdrawal from treatment with drugs of abuse). The vocalisations are accompanied by defensive submissive behaviour and signal a refractory  socially withdrawn or helpless state. Furthermore  brain structures that are involved in the mediation of anxiety-like behaviour  e.g. the dorsal periaqueductal grey and cortical areas  are also important for modulation of ultrasonic vocalisation. Benzodiazepines  e.g. diazepam  inhibit shock-induced ultrasonic vocalisation although the active doses are generally close to those that produce sedation and muscle relaxation. Selective serotonin reuptake inhibitors and other antidepressants that preferentially enhance serotonergic neurotransmission inhibit footshock-induced ultrasonic vocalisation. The 5-HT(2) receptor antagonistic properties of fluoxetine may explain why only partial inhibition is achieved. The biphasic dose-response curve of the racemic drug  citalopram  may perhaps be ascribed to an attenuating effect of R-citalopram. Tricyclic antidepressants  e.g. imipramine  and antidepressants that preferentially enhance catecholaminergic neurotransmission  e.g. reboxetine and venlafaxine  are inactive. Classical antipsychotics like haloperidol have no or a weak inhibitory effect. Serotonin plays a major role in the mediation of ultrasonic vocalisation  and in particular 5-HT(1A) and 5-HT(2) receptors are found to have a prominent role. Different serotonergic pathways are likely to be involved in the mediation of the anxiolytic-like response  e.g. the pathway ascending from the dorsal raphe nucleus through the medial forebrain bundle to the amygdala and frontal cortex mediating conditioned/learned anxiety and another pathway ascending from the dorsal raphe nucleus to the periaqueductal grey mediating unconditioned/fight flight anxiety. Dopamine D(2) receptor agonists are potent inhibitors of footshock-induced ultrasonic vocalisation. The role of dopamine D(1) receptors and adrenoceptors remains to be further elucidated. Several other neurotransmitters are involved in the mediation of ultrasonic vocalisation  e.g. acetylcholine  histamine and glutamate. There is also a need for further studies of how changes in stress-axis function may modulate ultrasonic vocalisation and for studies of the effects of chronic drug treatment on ultrasonic vocalisation."
"58","12435798","Expression profile and up-regulation of PRAX-1 mRNA by antidepressant treatment in the rat brain.","A protein associated with the peripheral-type benzodiazepine receptor (PRAX-1) has recently been cloned  but its regional distribution in the central nervous system and its function remain to be clarified. In situ hybridization was carried out to localize PRAX-1 mRNA in the rat brain and revealed a high expression of the transcript in limbic structures such as the CA1 region of the hippocampus  as well as the dentate gyrus  septum  amygdala  and the islands of Calleja. A dense hybridization signal was also observed in the nucleus accumbens  caudate nucleus  olfactory tubercle  pineal gland  and cerebellar cortex. PRAX-1 mRNA expression was largely neuronal; it colocalized with neuron-specific enolase but not glial fibrillary acidic protein. Long-term treatments (21 days) with the neuroleptic haloperidol increased PRAX-1 mRNA expression only in the dentate gyrus  whereas anxiolytic/anticonvulsant diazepam had no effect in any of the hippocampal region studied. Repeated electroconvulsive shock administration significantly enhanced PRAX1 expression in the CA1 subfield and dentate gyrus. Several classes of antidepressant treatment  including serotonin selective reuptake inhibitor (fluoxetine)  mixed serotonin- and norepinephrine-uptake inhibitor (imipramine)  and monoamine oxidase inhibitors (iproniazid and tranylcypromine)  shared this effect. Furthermore  the selective nonpeptide NK2 receptor antagonist (S)-N-methyl-N-[4-acetylamino-4-phenylpiperidino)-2-(3 4-dichlorophenyl)butyl]benzamide (SR48968)  which shows an antidepressant profile in animal studies  also enhanced PRAX-1 mRNA expression. These results point to a potential role of PRAX-1 function in the central nervous system and suggest that the up-regulation of PRAX-1 mRNA represents a common action of chronic antidepressant treatment."
"59","12429386","Antipsychotic, antidepressant, anxiolytic, and anticonvulsant drugs induce type II nitric oxide synthase mRNA in rat brain.","Nitric oxide synthase inhibitors have been regarded as potentially beneficial for psychiatric disorders such as depression and schizophrenia  though little is known about how nitric oxide synthases are affected by psychotropic drugs in the brain. Using reverse transcription-polymerase chain reaction analysis  we investigated the effects of short- and long-term oral treatments with several psychotropics on type II nitric oxide synthase gene expression in the rat brain. With maprotiline and fluvoxamine  enzyme mRNA levels were higher after a 28 day treatment than after 1 and 4 day treatments. Zonisamide  carbamazepine and diazepam also increased mRNA  though differences in levels between 1  4 and 28 day treatments were not significant. These results suggest that psychotropics modulate the gene expression of type-II nitric oxide synthase in the brain."
"60","12171765","The chronic psychosocial stress paradigm in male tree shrews: evaluation of a novel animal model for depressive disorders.","To improve our knowledge of the causal mechanisms of stress-related disorders such as depression  we need animal models that mirror the situation in patients. One promising model is the chronic psychosocial stress paradigm in male tree shrews  which is based on the territorial behaviour of these animals that can be used to establish naturally occurring challenging situations under experimental control in the laboratory. Co-existence of two males in visual and olfactory contact leads to a stable dominant-subordinate relationship  with subordinates showing distinct stress-induced behavioural and neuroendocrine alterations that are comparable to the symptoms observed during episodes of depression in patients such as constantly elevated circulating glucocorticoid hormones due to a chronic hyperactivity of the hypothalamic-pituitary-adrenal axis. To elucidate whether the chronic psychosocial stress model in tree shrews besides its &quot;face validity&quot; for depression also has &quot;predictive validity&quot;  we treated subordinate tree shrews with the tricyclic antidepressant clomipramine and found a time-dependent restoration of both endocrine and behavioural parameters. In contrast  the anxiolytic diazepam was ineffective. Although the chronic psychosocial stress model in tree shrews requires further validation  it has sufficient face  predictive  and construct validity to become an interesting non-rodent model for research on the etiology and pathophysiology of depression."
"61","12161632","Chemical weapons. U.S. research on sedatives in combat sets off alarms.",""
"62","12082565","Marked suppression of gastric ulcerogenesis and intestinal responses to stress by a novel class of drugs.","When exposed to prolonged stress  rats develop gastric ulceration  enhanced colon motility with depletion of its mucin content and signs of physiological and behavioral arousal. In this model  we tested whether antidepressants (fluoxetine and bupropion)  anxiolytics (diazepam and buspirone) or the novel nonpeptide corticotropin-releasing hormone (CRH) type-1 receptor (CRH-R1) antagonist  antalarmin  modify these responses. Fluoxetine  bupropion  diazepam and antalarmin all suppressed stress-induced gastric ulceration in male Sprague-Dawley rats exposed to four hours of plain immobilization. Antalarmin produced the most pronounced anti-ulcer effect and additionally suppressed the stress-induced colonic hypermotility  mucin depletion  autonomic hyperarousal and struggling behavior. Intraperitoneal CRH administration reproduced the intestinal but not the gastric responses to stress while vagotomy antagonized the stress-induced gastric ulceration but not the intestinal responses. We conclude that brain CRH-R1 and vagal pathways are essential for gastric ulceration to occur in response to stress and that peripheral CRH-R1 mediates colonic hypermotility and mucin depletion in this model. Nonpeptide CRH-R1 antagonists may therefore be prophylactic against stress ulcer in the critically ill and therapeutic for other pathogenetically related gastrointestinal disorders such as peptic ulcer disease and irritable bowel syndrome."
"63","11992474","Extended action of MKC-242, a selective 5-HT(1A) receptor agonist, on light-induced Per gene expression in the suprachiasmatic nucleus in mice.","We reported previously that (S)-5-[3-[(1 4-benzodioxan-2-ylmethyl)amino]propoxy]-1 3-benzodioxole hydrochloride (MKC-242) (3 mg kg(-1)  i.p.)  a selective 5-HT(1A) receptor agonist  accelerated the re-entrainment of hamster wheel-running rhythms to a new 8 hr delayed or advanced light-dark cycle  and also potentiated the phase advance of the wheel-running rhythm produced by light pulses. The molecular mechanism underlying MKC-242-induced potentiation of this phase shift  however  has not yet been elucidated. We examined the effects of MKC-242 on light-induced mPer1 and mPer2 mRNA expression in the suprachiasmatic nucleus (SCN) of mice. MKC-242 (5 mg kg(-1)  i.p.) potentiated light-induced mPer1 and mPer2 expression in the SCN of mice housed in constant darkness for 2 days  when mRNA levels were observed 3 hr after light-exposure. More potentiating action of MKC-242 on mPer2 expression in the SCN was observed in mice housed in constant darkness for 9-10 days. This facilitatory action of MKC-242 on mPer1 expression was antagonized by WAY100635  a selective 5-HT(1A) receptor blocker  indicating that MKC-242 activated 5-HT(1A) receptors. Other drugs such as 8-hydroxy-dipropylaminotetralin (10 mg kg(-1)  i.p.)  paroxetine (10 mg kg(-1)  i.p.)  buspirone (10 mg kg(-1)  i.p.)  and diazepam (10 mg kg(-1)  i.p.) did not display a potentiating action on light-induced mPer1 and mPer2 expression in the SCN. In the behavioral experiments  we found that MKC-242 (5 mg kg(-1)  i.p.) potentiated light-induced phase delays of free-running rhythm in mice. The present results suggest that prolonged increase of mPer1 or mPer2 expression in the SCN by MKC-242 may be involved in the potentiation of photic entrainment by MKC-242 in mice."
"64","11522332","Behavioral and neurochemical changes following predatory stress in mice.","This article had several objectives. First it aimed at investigating the anxiogenic-like behaviors elicited by unavoidable cat exposure and/or cat odor across nine strains of mice (BALB/c  C57BL/6  C3H  CBA  DBA/2  NMRI  NZB  SJL  Swiss) in a modified version of the free-exploration test. The second objective was to investigate possible neurochemical changes following cat exposure in Swiss mice by measuring the turnover of dopamine (DA)  noradrenaline (NA) and serotonin (5-HT) in several brain regions known to be involved in the modulation of emotional processes (hippocampus  hypothalamus and striatum). Finally  the third objective was to examine the effects of anxiolytic drug treatments on the anxiogenic responses elicited by a cat odor (i.e. a feces) in Swiss mice previously exposed to a cat using the free-exploration test. Results from the strain comparison showed that mice could be divided into three distinct groups: two non-reactive strains (NZB and SJL) which were relatively insensitive to predatory exposure and/or odor; five intermediate-reactive strains (Swiss  NMRI  CBA  C3H and BALB/c) which displayed clear anxiogenic-like responses only when exposed to both cat and  subsequently  to feces; and two high reactive strains (C57BL/6 and DBA/2) which showed anxiogenic-like reactions following cat exposure  regardless of the stimulus (clay or feces) present in the free-exploration cage. Neurochemical data revealed that  while brain levels of NA  DA  5-HT in cat exposed Swiss mice were not significantly different from those of control animals  turnover rates of these monoamines were increased in the hippocampus (NA and 5-HT)  hypothalamus and striatum (DA) after cat exposure. Results from pharmacological experiments indicated that repeated administration of the 5-HT reuptake inhibitor fluoxetine (5-20 mg/kg  twice a day  for 5 days) completely abolished avoidance of the cat feces in Swiss mice previously exposed to the predator. Neither acute nor repeated administration of the classical anxiolytic diazepam was able to reduce avoidance behavior of the anxiogenic stimulus in the free-exploration test. Taken together  these findings indicate that the exposure of mice to unavoidable predatory stimuli is associated with behavioral and neurochemical changes consistent with increased anxiety."
"65","11166289","Inhibition of shock-induced foot tapping behaviour in the gerbil by a tachykinin NK1 receptor antagonist.","The selective tachykinin NK1 receptor antagonist  2-(R)-(1-(R)-3 5-Bis(trifluoromethyl)phenylethoxy)-3-(S)-(4-fluoro)phenyl-4-(3-oxo-1 2 4-triazol-5-yl)methylmorpholine (MK-869)  has been recently described as a novel therapeutic approach for anxiety/depression. A frequently used model to establish the central nervous system (CNS) activity of tachykinin NK1 receptor antagonists is the inhibition of NK1 agonist-induced foot tapping in gerbils. In the present study  we demonstrate that foot tapping can also be induced in most  but not all  gerbils by footshock and associated cues. MK-869 (0.3-3 mg/kg  i.p.) dose-dependently blocked this foot tapping response. This effect was further shown to be due to selective NK1 receptor blockade  since (2S 3S)-cis-3(2-methoxybenzylamino)-2-phenylpiperidine (CP-99 994; 3 mg/kg  i.p.) inhibited foot tapping  whereas its less active enantiomer (2R 3R)-cis-3(2-methoxybenzylamino)-2-phenylpiperidine (CP-100 263; 3 mg/kg  i.p.) had no effect. Diazepam (1-10 mg/kg  i.p.) also inhibited foot tapping  whereas fluoxetine (10-30 mg/kg  i.p.) markedly increased this behaviour. The present data support the view that foot tapping in the gerbil is a behavioural response to an aversive stimulus  and is robustly inhibited by two NK1 receptor antagonists. The data support a role for tachykinin NK1 receptor antagonists as novel anxiolytic/antidepressants."
"66","11095300","Determination of the antidepressant fluoxetine in human plasma by LC with UV detection.","A selective and sensitive isocratic high-performance liquid chromatographic (HPLC) method was developed for the quantitative analysis of low concentrations of fluoxetine (FLX) in human plasma  with ultra-violet detection at 226 nm. A reversed-phase column  LiChrospher 60 RP-Select B (125 x 3 mm i.d.  5 microm) (Merck)  was used to resolve FLX and diazepam (DZP) (internal standard) from endogenous matrix interferences. FLX was isolated from plasma by liquid-liquid extraction. Two identical HPLC systems were used  both validated under the same study conditions. Each chromatographic separation was completed in 30 min and the results showed a mean relative recovery of 101 and 99.3% and an overall precision (RSD%) of 4.78 and 6.09 for each HPLC system. The standard curve was linear for FLX concentrations over the range of 5.00-50.0 ng ml(-1) (R = 0.997 and 0.998). The limit of quantitation of FLX was 5 ng ml(-1) for both HPLC systems. The method described was applied to the analysis of plasma samples obtained from healthy subjects treated with one single oral dose of 40 mg of fluoxetine."
